Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Streams,Playlist_count,Playlist_reach,Popularity,Explicit Track
After Hours,After Hours,Kehlani,2024-04-04 00:00:00,"1,019",47.6,34629239,3962,55053444,14.0,1
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,Unknown,"1,018",47.6,11477477,7679,1490705,36.0,0
II MOST WANTED,COWBOY CARTER,Beyonc ,Unknown,"1,022",47.5,76870736,5252,32501444,0.0,0
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,2015-01-01 00:00:00,"1,024",47.5,2178606166,291456,162511602,79.0,0
Mmhmm,Mmhmm,BigXthaPlug,2023-06-10 00:00:00,"1,020",47.5,155648648,28131,46683719,82.0,1
BOP,KIRK,DaBaby,Unknown,"1,021",47.5,820923123,158363,34079735,68.0,1
Husn,Husn,Anuv Jain,2023-01-12 00:00:00,"1,023",47.5,181457783,12424,10746664,74.0,0
Titanium (feat. Sia),Nothing But The Beat,Sia,2011-01-01 00:00:00,"1,031",47.4,1634403761,244291,103798139,74.0,0
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,Unknown,"1,027",47.4,296648613,21479,6678540,68.0,0
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,2023-03-05 00:00:00,"1,025",47.4,218340846,30667,18842918,64.0,1
Lean On (feat. M   & DJ Snake) - J Balvin & Farruko R,Lean On (feat. M   & DJ Snake) [J Balvin & Farruko Re,Major Lazer,2015-04-09 00:00:00,"1,030",47.4,53822187,2081,465455,0.0,0
Arcade,Arcade,Duncan Laurence,2019-07-03 00:00:00,"1,029",47.4,1184536529,199838,52970224,69.0,0
Ya Te Olvide,Ya Te Olvide,Natanael Cano,Unknown,"1,032",47.4,38139811,1763,29137587,79.0,0
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,Unknown,"1,026",47.4,1156342373,168603,66723908,78.0,0
BUTTERFLY EFFECT,EPIC AF,Travis Scott,2017-01-01 00:00:00,"1,028",47.4,1388024799,219410,37089107,79.0,0
Let You Down,Let You Down,NF,Unknown,"1,034",47.2,1472430869,187536,40032849,73.0,0
FE!N (feat. Playboi Carti),FE!N (feat. Playboi Carti),Travis Scott,Unknown,"1,033",47.2,656618110,3,82,0.0,1
Bad Memories (feat. Elley Duh   & FAST ,Bad Memories (feat. Elley Duh   & FAST ,MEDUZA,Unknown,"1,035",47.2,460973352,87026,76037102,69.0,0
Yo Perreo Sola,YHLQMDLG,Bad Bunny,Unknown,"1,036",47.1,745086450,95154,29388631,67.0,0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,Unknown,"1,038",47.1,234215735,20419,7910753,74.0,0
Jordan,Jordan,Ryan Castro,Unknown,"1,037",47.1,535847791,57454,22561916,73.0,0
Take You Dancing,Take You Dancing,Jason Derulo,Unknown,"1,039",47.1,716319941,98905,32882211,65.0,0
BUBALU,BUBALU,Feid,Unknown,"1,043",47.0,152487756,26763,34486818,0.0,0
Be Alright,Be Alright,Dean Lewis,Unknown,"1,042",47.0,1749353402,182732,81424354,72.0,1
Jalebi Baby,Jalebi Baby,Tesher,Unknown,"1,041",47.0,164137928,47324,4827888,58.0,0
Endless Summer,Endless Summer,Alan Walker,Unknown,"1,040",47.0,28340672,7147,9900066,55.0,1
Belly Dancer,Belly Dancer,Imanbek,Unknown,"1,047",46.9,547114702,110008,103107258,75.0,0
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,2023-08-06 00:00:00,"1,046",46.9,142574143,72496,16207605,62.0,1
NIGHT DANCER,NIGHT DANCER - Single,imase,Unknown,"1,045",46.9,239149370,46984,6134615,67.0,0
Yoksun,Yoksun - Single,Ebru Ya  ,2024-02-02 00:00:00,"1,048",46.9,33174286,1658,1193973,0.0,0
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,Unknown,"1,044",46.9,302939117,48916,26723190,62.0,0
"Rowdy Baby (From ""Maari 2"")",U1 For Life,Dhanush,Unknown,"1,057",46.8,58283353,12,2710,0.0,0
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duh ,2020-10-01 00:00:00,"1,054",46.8,1104008150,173612,51608714,72.0,0
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-09-11 00:00:00,"1,055",46.8,27891947,11898,5352704,0.0,0
Volando (Remix),Volando (Remix),Mora,2021-08-07 00:00:00,"1,052",46.8,701919939,105247,22304375,68.0,1
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2021-05-02 00:00:00,"1,056",46.8,861100951,153435,41139591,74.0,0
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,2023-12-10 00:00:00,"1,050",46.8,48339964,24760,10056008,0.0,1
Can   t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Can   t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,2023-03-11 00:00:00,"1,053",46.8,259807712,30605,33315037,0.0,0
Solteiro For  ado - (Boiadeira Internacio,Solteiro For  ado (Boiadeira Internacio,Ana Castela,2023-07-07 00:00:00,"1,051",46.8,210195998,10723,12965116,65.0,0
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,2024-05-03 00:00:00,"1,049",46.8,65661355,2351,12360484,76.0,0
Bel Bont El3areedh,Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,Unknown,"1,059",46.7,16119,5,411,6.0,0
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,Unknown,"1,058",46.7,142430643,6611,5093444,64.0,0
D  jala Que Vuelva (feat. Manuel Tur,D  jala Que Vuelva (feat. Manuel Tur,Piso 21,Unknown,"1,061",46.6,871780891,56085,22005461,68.0,0
Feel the POP,You had me at HELLO,ZEROBASEONE,Unknown,"1,060",46.6,8699917,533,10481435,58.0,0
Diamonds,Unapologetic (Edited Version),Rihanna,2012-01-01 00:00:00,"1,063",46.5,1419912461,180128,62951327,70.0,0
Fuera del mercado,@dannocean,Danny Ocean,Unknown,"1,064",46.5,535013440,57772,25048190,71.0,1
Poor People We,Poor People We,Harp and a monkey,Unknown,"1,062",46.5,1071,6,1694,0.0,0
El Cielo,El Cielo - Single,Sky Rompiendo,2023-02-06 00:00:00,"1,068",46.4,354097795,53606,50446311,74.0,1
ALL MY FELLAS,ALL MY FELLAS,Frizk,Unknown,"1,070",46.4,56978899,19534,2505224,0.0,1
Bebefinn Song,Bebefinn Song - Single,Pinkfong,2024-03-05 00:00:00,"1,069",46.4,38895,8,611,0.0,0
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,Unknown,"1,066",46.4,58810212,3394,9510078,87.0,0
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,2022-06-05 00:00:00,"1,067",46.4,366872354,61014,15444758,68.0,0
Talk (feat. Disclosure),Talk,Khalid,2019-07-02 00:00:00,"1,065",46.4,968194426,121168,29487473,64.0,0
Rompe La Dompe,Rompe La Dompe,Peso Pluma,Unknown,"1,071",46.3,164219485,11966,20373836,0.0,1
greedy sped up,greedy,Tate McRae,Unknown,"1,074",46.2,21648841,2778,2506076,0.0,1
Reloj,Reloj,Rauw Alejandro,Unknown,"1,072",46.2,579749218,90725,22415388,65.0,1
                           ,                            - Single,                                        ,Unknown,"1,073",46.2,2730458,257,128196,0.0,0
You   re Mines Still (feat. ,You   re Mines Still (feat. ,Yung Bleu,Unknown,"1,075",46.1,233139871,77694,13955396,63.0,1
BADGYAL,SAKURA,SAIKO,Unknown,"1,076",46.1,56282981,5849,51387051,80.0,1
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,Unknown,"1,079",46.0,24285898,8422,1181602,54.0,1
DILUVIO,PLAYA SATURNO,Rauw Alejandro,2023-07-07 00:00:00,"1,078",46.0,310562790,33458,54918981,79.0,1
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-10 00:00:00,"1,080",46.0,1070685587,203323,32147932,71.0,1
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,Unknown,"1,084",46.0,516740949,30584,13659510,67.0,0
The Craving (single version),The Craving (single version) - Single,Twenty One Pilots,Unknown,"1,083",46.0,9084595,1087,26826278,0.0,0
Bartolito,20 GRANDES   X,Duo Tiempo de Sol,2015-05-10 00:00:00,"1,082",46.0,70061366,6847,1133511,62.0,0
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,2023-07-04 00:00:00,"1,077",46.0,144252786,35929,3276465,64.0,0
Counting stars,Until the morning 2,OneRepublic,2014-04-08 00:00:00,"1,081",46.0,0,0,0,0.0,0
Take My Breath - Single Version,Take My Breath,The Weeknd,2021-05-08 00:00:00,"1,085",45.9,465348362,89586,17062402,57.0,0
Lavender Haze,Midnights,Taylor Swift,Unknown,"1,090",45.9,711138043,42535,28394531,73.0,1
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,2022-10-06 00:00:00,"1,089",45.9,331419634,92569,17049738,68.0,0
Toca o Trompete,Cad   o After? P,Felipe Amorim,Unknown,"1,087",45.9,166784328,15122,14569377,66.0,1
Nobody Gets Me,SOS,SZA,2022-09-12 00:00:00,"1,091",45.9,561645790,58561,39587642,82.0,1
Sleep Well,Sleep Well - Single,CG5,Unknown,"1,086",45.9,19236234,1602,962658,0.0,0
Hei Apa Apa / Tik Tak Tik Tik,Nuansa Angkot 2023 - Vol. 1,Donny Fernanda,Unknown,"1,092",45.9,12415,1,2,0.0,0
Glock In My Lap,SAVAGE MODE II,21 Savage,2020-02-10 00:00:00,"1,088",45.9,614603953,164722,24902576,78.0,1
overseas,overseas,Ken Carson,2024-12-04 00:00:00,"1,095",45.8,35980441,7297,7809196,79.0,1
CORAZ  N VA,CORAZ  N VA,Maria Becerra,Unknown,"1,094",45.8,251442618,19913,23463750,71.0,0
PUNTO G,Punto G,Quevedo,2022-04-11 00:00:00,"1,096",45.8,600073400,73593,22371448,71.0,0
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,Unknown,"1,093",45.8,102668822,8999,4335630,58.0,0
Ditto,Ditto,NewJeans,Unknown,"1,098",45.7,614497357,47586,17245496,74.0,0
"Katchi Sera - From ""Think Indie""","Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,Unknown,"1,099",45.7,61447714,2592,5382316,0.0,0
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,Unknown,"1,097",45.7,1642258500,11,127,0.0,1
Bubble Gum,How Sweet,NewJeans,Unknown,"1,101",45.6,20630900,1536,9077425,76.0,0
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,2023-08-09 00:00:00,"1,102",45.6,5741262,275,33239,0.0,0
Love wins all,Love wins all,IU,Unknown,"1,100",45.6,60903416,4743,2755053,0.0,0
PRINCESITA DE ...,  NFASIS,Jere Klein,2023-01-12 00:00:00,"1,103",45.5,106290197,11766,9230911,70.0,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-05-10 00:00:00,"1,104",45.4,912709169,94302,33979642,67.0,1
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,Unknown,"1,105",45.3,268383799,47936,46787442,68.0,1
ONE CALL,ONE CALL,Rich Amiri,2023-03-11 00:00:00,"1,106",45.2,271566931,33970,50694559,80.0,1
Pehle Bhi Main,ANIMAL,Vishal Mishra,Unknown,"1,111",45.2,235472222,10873,14151452,77.0,0
Kill Bill,Kill Bill - Single,pasa michaelson,Unknown,"1,156",45.2,1842758768,1,1,0.0,1
2/Catorce,2/Catorce,Rauw Alejandro,Unknown,"1,107",45.2,534981600,92466,17067105,64.0,1
Ride,Ride,Twenty One Pilots,2015-12-05 00:00:00,"1,110",45.2,1724766252,240346,62583866,79.0,0
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,2017-08-09 00:00:00,"1,108",45.2,7660758,2412,584352,36.0,0
Rush,Rush,Troye Sivan,Unknown,"1,109",45.2,299291405,45754,35127971,28.0,1
Physical,Physical,Dua Lipa,Unknown,"1,115",45.1,967029446,108666,29267130,71.0,0
Pumped Up Kicks,Pumped up Kicks,Foster The People,2010-01-01 00:00:00,"1,113",45.1,1791778314,344490,131726745,81.0,0
Yes Indeed,Yes Indeed,Lil Baby,Unknown,"1,112",45.1,1110994645,186456,41273853,74.0,1
Open Arms (feat. Travis Scott),SOS,SZA,2022-08-12 00:00:00,"1,114",45.1,418181065,67858,17377077,76.0,0
edamame (feat. Rich Brian),edamame,bbno$,Unknown,"1,117",45.0,460770585,137449,12880333,9.0,1
Turn Down for What,Turn Down for What,DJ Snake,Unknown,"1,116",45.0,547207250,103666,30719577,65.0,0
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-02-06 00:00:00,"1,120",44.9,234350961,56138,13361149,69.0,0
Smokin Out The Window,Smokin Out The Window,Bruno Mars,2021-05-11 00:00:00,"1,121",44.9,463977298,100305,15798103,66.0,0
Goin' Off,Goin' Off,Karan Aujla,2024-09-05 00:00:00,"1,118",44.9,13606839,836,4594419,70.0,0
Close To You,Close To You,Gracie Abrams,2024-07-06 00:00:00,"1,119",44.9,13700065,1162,89144538,74.0,0
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,Unknown,"1,124",44.8,20981562,379,284348,0.0,0
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,Unknown,"1,122",44.8,364325529,83638,10924243,64.0,1
Me Reh  ,Los N  meros 1 De Los 40 (Music Inspires L,Danny Ocean,2017-03-11 00:00:00,"1,126",44.8,1778934858,37040,21117726,74.0,0
Nonsense,emails i can't send,Sabrina Carpenter,Unknown,"1,129",44.8,817286460,55620,61610668,83.0,0
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-02-04 00:00:00,"1,127",44.8,392745531,141221,21996686,67.0,1
Lose You To Love Me,Lose You To Love Me,Selena Gomez,Unknown,"1,123",44.8,1222228366,109325,48327775,72.0,0
Worth It,Worth It,YK Osiris,2019-08-02 00:00:00,"1,125",44.8,340112388,66487,6617103,60.0,0
Fight The Feeling,Fight The Feeling,Rod Wave,Unknown,"1,128",44.8,86327319,18112,2247123,51.0,1
Axel F,Best of Crazy Hits,Crazy Frog,2009-11-12 00:00:00,"1,134",44.7,178536020,870,142649,30.0,0
Robbery,Robbery,Juice WRLD,Unknown,"1,131",44.7,1306374052,213493,32159591,73.0,1
Bebe Dame,Bebe Dame - Single,Fuerza Regida,Unknown,"1,132",44.7,562099076,51229,20388246,70.0,0
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,Unknown,"1,133",44.7,300430813,50552,12812123,69.0,0
Zihaal e Miskin,Zihaal e Miskin,Javed-Mohsin,Unknown,"1,135",44.7,110644306,4432,3741353,65.0,0
Fiel,Los Legendarios 001,Los Legendarios,2021-04-02 00:00:00,"1,130",44.7,642558596,106151,40485324,64.0,0
Neverita,Un Verano Sin Ti,Bad Bunny,2022-06-05 00:00:00,"1,139",44.6,831868563,93211,21780286,73.0,0
2002 - Remix,2002 (Remix),Shaun Reynolds,2018-11-05 00:00:00,"1,136",44.6,303962,88,6796,8.0,0
No Se Va,No Se Va,Grupo Frontera,2022-01-12 00:00:00,"1,137",44.6,51750,67,3924,0.0,0
Infinity,Feel Something,Jaymes Young,Unknown,"1,138",44.6,1059940209,169454,48961048,74.0,0
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2021-05-02 00:00:00,"1,142",44.5,812954133,137681,53947304,81.0,1
adore u,adore u,Fred again..,2023-11-08 00:00:00,"1,141",44.5,129427492,44672,48826452,71.0,0
Numb Little Bug,Numb Little Bug,Em Beihold,Unknown,"1,143",44.5,360584207,68868,18801509,66.0,0
Feel It,Feel It (From The Original Series    Invincib,d4vd,Unknown,"1,140",44.5,110377644,8980,78939536,0.0,0
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,Unknown,"1,144",44.4,822696809,141261,26970098,68.0,0
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,Unknown,"1,145",44.4,222879686,26854,23489333,68.0,1
Suicidal,Melly vs. Melvin,YNW Melly,Unknown,"1,146",44.4,572441305,113061,13801176,67.0,1
"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,2019-12-02 00:00:00,"1,149",44.3,72849488,9804,2252266,54.0,0
Sky,Whole Lotta Red,Playboi Carti,Unknown,"1,147",44.3,710319373,209136,30701216,74.0,1
Love On,Love On,Selena Gomez,Unknown,"1,148",44.3,45878045,3731,26039293,0.0,0
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01 00:00:00,"1,153",44.2,1828026153,249663,71678167,78.0,1
Brickell,MANIFESTING 20-05,Feid,2024-10-04 00:00:00,"1,150",44.2,59546208,5064,62237863,79.0,1
I Like Me Better,I Like Me Better,Lauv,Unknown,"1,152",44.2,1784308411,157818,34910721,75.0,0
RUNAWAY,RUNAWAY,OneRepublic,Unknown,"1,154",44.2,127466467,16650,19684494,67.0,0
Que Se Cuide,Que Se Cuide,Luis R Conriquez,2024-03-05 00:00:00,"1,151",44.2,36145614,1566,48637114,77.0,0
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,2019-07-06 00:00:00,"1,155",44.1,0,31705,3101433,0.0,0
On My Love,On My Love (Sped Up),Zara Larsson,2023-12-09 00:00:00,"1,159",44.1,128024416,20826,60798732,7.0,0
She Share Story,She Share Story,Shayne Orok,2020-02-06 00:00:00,"1,156",44.1,0,2443,424979,33.0,0
Mujeriego,Mujeriego - Single,Ryan Castro,Unknown,"1,158",44.1,285723562,63343,16024245,63.0,0
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,2021-07-05 00:00:00,"1,160",44.1,535695469,188778,26774987,6.0,1
TUTA GOLD,TUTA GOLD,Mahmood,2024-07-02 00:00:00,"1,157",44.1,95029509,5218,9118781,65.0,0
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,Taylor Swift,Unknown,"1,161",44.0,161916445,3784,17036800,83.0,0
Dandini Dandini Dastana,"Hey Dostum,   ",Derya Yildirim,2023-10-02 00:00:00,"1,165",44.0,12750,8,137,9.0,0
Florida!!! (feat. Florence + the Machine),THE TORTURED POETS DEPARTMENT,Taylor Swift,Unknown,"1,162",44.0,140177107,3866,16996059,0.0,1
Legends,Legends,Juice WRLD,Unknown,"1,166",44.0,681282854,118639,18809173,63.0,1
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-12-08 00:00:00,"1,164",44.0,972005229,186174,27470180,69.0,1
King Size,Feed Tha Streets III,Roddy Ricch,Unknown,"1,163",44.0,3248779,3105,291653,33.0,1
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,2021-03-09 00:00:00,"1,168",43.9,459480135,137691,22202207,68.0,1
Linger - SiriusXM Session,SiriusXM Session,Royel Otis,Unknown,"1,171",43.9,8053814,908,11708987,69.0,0
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,2018-12-09 00:00:00,"1,167",43.9,1291244134,241882,48328259,29.0,1
BIPOLAR,BIPOLAR,Peso Pluma,2023-07-09 00:00:00,"1,169",43.9,222295526,18049,13695569,0.0,1
Addicted,Addicted (feat. Ink) - Single,Zerb,Unknown,"1,170",43.9,63142772,7213,65806267,79.0,1
Besos Moja2,Besos Moja2,Wisin & Yandel,Unknown,"1,176",43.8,416361102,48450,23910344,69.0,0
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,Unknown,"1,173",43.8,996942947,188378,27325666,71.0,1
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,Unknown,"1,174",43.8,195435575,15,74994,0.0,0
Papercut,Papercuts,Linkin Park,2024-12-04 00:00:00,"1,177",43.8,497285757,130,484758,0.0,0
Chanel,Chanel,Becky G,Unknown,"1,175",43.8,287853890,21244,8675975,65.0,0
Otro Trago,Sue  ,Sech,Unknown,"1,172",43.8,693061510,73605,21529712,63.0,1
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,2020-06-11 00:00:00,"1,180",43.7,378239461,126894,19992900,62.0,1
Jugaste y Sufr ,Corta Venas,Eslabon Armado,Unknown,"1,182",43.7,492509763,83013,10228918,70.0,0
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,2024-05-01 00:00:00,"1,181",43.7,206001461,15932,35397476,78.0,0
Religiously,Religiously,Bailey Zimmerman,Unknown,"1,178",43.7,225556005,25164,10017767,73.0,0
What Happened To Virgil (feat. Gunna),7220,Lil Durk,2022-11-03 00:00:00,"1,179",43.7,144889291,63045,7698742,59.0,1
Hello,Hello,Adele,Unknown,"1,186",43.6,1550553401,140637,42531792,68.0,0
HAY LUPITA,HAY LUPITA - Single,Lomiiel,Unknown,"1,187",43.6,22692011,1996,19217759,71.0,0
Gatita,Gatita,Bellakath,2022-05-10 00:00:00,"1,184",43.6,218661601,25714,8048259,57.0,0
World on Fire,NATE SMITH (DELUXE),Nate Smith,Unknown,"1,183",43.6,100360956,15383,9521311,69.0,0
Love You Anyway,Love You Anyway,Luke Combs,2023-10-02 00:00:00,"1,185",43.6,164507374,29896,7920265,67.0,0
MOJABI GHOST,DATA,Tainy,Unknown,"1,188",43.5,368429447,46625,20677828,75.0,1
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,Unknown,"1,194",43.4,426936498,118020,24734503,74.0,1
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,2022-02-12 00:00:00,"1,191",43.4,325654069,108296,18764224,71.0,1
Volv ,La m  sica de @Gina Yei: #ConTodoElCoraz  nYM  s (Banda Sono,Didi Romero,2023-11-01 00:00:00,"1,192",43.4,47586,60,2805,0.0,0
You're Really Funny,Rly Funny - EP,Crocodyle,2022-11-11 00:00:00,"1,190",43.4,0,9,31,0.0,0
Papercut,Papercuts,Linkin Park,2024-12-04 00:00:00,"1,193",43.4,497285757,4,466,0.0,0
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,2015-10-02 00:00:00,"1,195",43.4,1667089416,97707,24754802,69.0,1
Gucci Gang,Gucci Gang,Lil Pump,Unknown,"1,189",43.4,648757330,66961,13429975,55.0,1
La Bebe,LPM,Yng Lvcas,Unknown,"1,198",43.3,255707376,35404,4489095,64.0,1
Jaded,Endless Summer Vacation,Miley Cyrus,2023-10-03 00:00:00,"1,197",43.3,173349210,22117,9481406,65.0,1
Bye,Bye,Peso Pluma,Unknown,"1,196",43.3,252239644,24974,6379185,65.0,1
L$d,Deaf 2 Society,Luclover,Unknown,"1,199",43.3,34621941,15846,2877860,36.0,1
Wolves,Wolves,Selena Gomez,Unknown,"1,200",43.3,1358424406,123735,33188573,71.0,0
Scars To Your Beautiful,Know-It-All,Alessia Cara,Unknown,"1,201",43.2,1422563654,129568,38951634,71.0,0
FRI(END)S,FRI(END)S,V,Unknown,"1,203",43.2,196612187,3800,44868049,85.0,0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,Unknown,"1,204",43.2,318018082,41062,14552186,65.0,0
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,Unknown,"1,202",43.2,25593926,1247,63521139,78.0,0
Praise God,Donda,Kanye West,Unknown,"1,208",43.1,451323154,143071,22968843,67.0,0
Friesenjung,Friesenjung,Ski Aggu,Unknown,"1,205",43.1,150508549,70377,9755773,70.0,1
El Azul,El Azul - Single,Junior H,2023-10-02 00:00:00,"1,206",43.1,684103586,42304,22784674,76.0,0
EARFQUAKE,IGOR,"Tyler, The Creator",Unknown,"1,207",43.1,962546385,198786,34308753,76.0,1
Ya Sup  rame (En V,Ya Sup  rame (En Vivo) - Si,Grupo Firme,Unknown,"1,210",43.0,347218974,34933,16279085,57.0,0
if u think i'm pretty,if u think i'm pretty,Artemas,Unknown,"1,212",43.0,219995278,26538,17112526,78.0,1
Fin de Semana,Fin de Semana,Oscar Maydon,Unknown,"1,211",43.0,568846143,38126,18723665,76.0,0
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,2023-07-12 00:00:00,"1,209",43.0,114947522,1384,280996,0.0,0
Every Breath You Take,Learned from Love,Bonnie Kimmel,Unknown,"1,215",42.9,0,0,0,0.0,0
My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-06-12 00:00:00,"1,218",42.9,703865912,78873,23552368,68.0,0
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,Unknown,"1,217",42.9,472886929,66543,14596512,70.0,0
Fried (She a Vibe),WE DON'T TRUST YOU,Future,Unknown,"1,216",42.9,33224742,8465,12808538,0.0,1
123 Song,123 Song,D Billions,Unknown,"1,214",42.9,628692,98,14910,23.0,0
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,Unknown,"1,213",42.9,578061816,190490,26875379,67.0,1
